id,code,type,discount,from,to,uses,maxUses,active,city,vehicleType,createdBy
PRO0800,BIKE50NOW,Flat,50,2024-01-15,2024-01-31,70,100,False,Dehradun,Bike,Arjun Sharma
PRO0801,SPEED100DEAL,Flat,100,2024-03-03,2024-03-06,393,200,False,Dehradun,Scooty,Priya Admin
PRO0802,FLAT300DEAL,Flat,300,2024-01-18,2024-01-27,441,200,True,All,Bike,Arjun Sharma
PRO0803,BIKE150NOW,Flat,150,2024-03-10,2024-04-07,112,500,True,Mussoorie,Car,Arjun Sharma
PRO0804,WEEKEND500,Flat,500,2024-01-07,2024-01-20,142,500,False,Nainital,All,Priya Admin
PRO0805,FLAT500,Flat,500,2024-02-22,2024-02-25,262,100,True,Mussoorie,Car,Arjun Sharma
PRO0806,GO15OFF,Percentage,15,2024-03-08,2024-03-31,83,200,False,Chakrata,All,Arjun Sharma
PRO0807,TREK5NOW,Percentage,5,2024-02-22,2024-03-13,206,100,True,Mussoorie,Bike,Arjun Sharma
PRO0808,SPEED250DEAL,Flat,250,2024-03-05,2024-03-27,454,1000,False,Mussoorie,All,Priya Admin
PRO0809,GO15OFF,Percentage,15,2024-02-03,2024-02-27,494,1000,False,Nainital,All,Priya Admin
PRO0810,SPEED25NOW,Percentage,25,2024-01-29,2024-02-08,390,500,True,Dehradun,Scooty,Priya Admin
PRO0811,CAR5OFF,Percentage,5,2024-01-30,2024-02-11,220,1000,True,Auli,Car,Priya Admin
PRO0812,FLAT300DEAL,Flat,300,2024-01-09,2024-01-15,204,500,True,All,All,Priya Admin
PRO0813,HILL300,Flat,300,2024-01-08,2024-01-22,252,1000,True,Nainital,All,Priya Admin
PRO0814,SUMMER30DEAL,Percentage,30,2024-03-20,2024-04-04,383,1000,True,Rishikesh,All,Arjun Sharma
PRO0815,TREK250OFF,Flat,250,2024-03-04,2024-03-30,483,1000,True,Dehradun,Scooty,Priya Admin
PRO0816,MOUNTAIN500,Flat,500,2024-02-17,2024-03-16,243,500,False,Haridwar,Car,Priya Admin
PRO0817,SAVE25DEAL,Percentage,25,2024-02-24,2024-03-15,431,200,False,Dehradun,Scooty,Priya Admin
PRO0818,BIKE15DEAL,Percentage,15,2024-02-17,2024-03-05,177,1000,True,All,Car,Priya Admin
PRO0819,CAR250OFF,Flat,250,2024-03-17,2024-04-04,271,100,True,Rishikesh,Bike,Arjun Sharma
PRO0820,MOUNTAIN30NOW,Percentage,30,2024-01-30,2024-02-29,446,1000,True,All,Scooty,Priya Admin
PRO0821,SPEED100,Flat,100,2024-03-14,2024-03-31,237,1000,True,All,Car,Priya Admin
PRO0822,HILL25DEAL,Percentage,25,2024-01-11,2024-02-04,496,200,True,Mussoorie,All,Priya Admin
PRO0823,HILL50DEAL,Flat,50,2024-01-12,2024-02-09,214,200,False,Rishikesh,Car,Arjun Sharma
PRO0824,WEEKEND50,Flat,50,2024-01-20,2024-01-26,51,1000,False,All,Scooty,Priya Admin
PRO0825,HILL200,Flat,200,2024-01-21,2024-02-17,356,200,True,Lansdowne,Bike,Priya Admin
PRO0826,BIKE20NOW,Percentage,20,2024-01-26,2024-01-31,407,500,True,Dehradun,All,Arjun Sharma
PRO0827,GO5,Percentage,5,2024-02-25,2024-03-14,229,200,True,Dehradun,Car,Priya Admin
PRO0828,TREK30NOW,Percentage,30,2024-02-08,2024-03-05,412,100,True,Haridwar,Bike,Priya Admin
PRO0829,SPEED150DEAL,Flat,150,2024-01-11,2024-02-08,197,100,True,Dehradun,All,Arjun Sharma
PRO0830,SPEED300DEAL,Flat,300,2024-03-29,2024-04-22,467,200,True,All,All,Arjun Sharma
PRO0831,TREK150,Flat,150,2024-02-17,2024-03-06,452,1000,True,Lansdowne,Bike,Arjun Sharma
PRO0832,SPEED10DEAL,Percentage,10,2024-01-07,2024-01-10,369,500,False,Haridwar,Car,Arjun Sharma
PRO0833,WEEKEND150,Flat,150,2024-01-18,2024-02-10,259,100,True,Rishikesh,Bike,Arjun Sharma
PRO0834,MOUNTAIN300,Flat,300,2024-03-11,2024-03-28,473,1000,True,All,Scooty,Priya Admin
PRO0835,TREK300,Flat,300,2024-01-04,2024-01-28,61,1000,True,Dehradun,All,Priya Admin
PRO0836,WEEKEND50DEAL,Flat,50,2024-01-19,2024-01-29,199,500,True,All,Scooty,Priya Admin
PRO0837,TREK30,Percentage,30,2024-03-27,2024-04-19,208,1000,True,Lansdowne,All,Arjun Sharma
PRO0838,MOUNTAIN500OFF,Flat,500,2024-02-22,2024-03-18,389,200,False,All,All,Priya Admin
PRO0839,SUMMER30OFF,Percentage,30,2024-01-04,2024-01-11,439,100,False,Rishikesh,Scooty,Arjun Sharma
PRO0840,SAVE200,Flat,200,2024-03-11,2024-03-20,280,100,False,Rishikesh,Bike,Priya Admin
PRO0841,HILL150,Flat,150,2024-01-02,2024-01-28,353,500,False,Rishikesh,Car,Arjun Sharma
PRO0842,SPEED500NOW,Flat,500,2024-02-17,2024-03-03,45,500,True,Dehradun,Bike,Arjun Sharma
PRO0843,SUMMER25,Percentage,25,2024-02-17,2024-02-20,247,1000,True,Nainital,Bike,Arjun Sharma
PRO0844,WEEKEND150,Flat,150,2024-03-05,2024-03-30,235,200,True,Mussoorie,All,Priya Admin
PRO0845,RIDE30,Percentage,30,2024-01-15,2024-02-06,274,200,False,Dehradun,All,Priya Admin
PRO0846,SPEED300NOW,Flat,300,2024-03-06,2024-03-11,428,200,True,Dehradun,Bike,Arjun Sharma
PRO0847,GO100DEAL,Flat,100,2024-01-05,2024-01-10,299,100,False,Dehradun,Bike,Arjun Sharma
PRO0848,FLAT25NOW,Percentage,25,2024-02-26,2024-03-12,251,200,True,Dehradun,Scooty,Priya Admin
PRO0849,GO30DEAL,Percentage,30,2024-02-01,2024-03-02,63,100,True,Haridwar,Car,Arjun Sharma
PRO0850,MOUNTAIN10DEAL,Percentage,10,2024-02-03,2024-02-24,130,500,True,Nainital,Scooty,Arjun Sharma
PRO0851,TREK250OFF,Flat,250,2024-03-21,2024-03-29,68,100,False,Mussoorie,Scooty,Priya Admin
PRO0852,TREK50,Flat,50,2024-03-11,2024-03-20,86,500,False,Rishikesh,All,Priya Admin
PRO0853,SUMMER10NOW,Percentage,10,2024-01-10,2024-02-07,87,500,True,Nainital,Car,Arjun Sharma
PRO0854,WEEKEND5,Percentage,5,2024-03-08,2024-03-31,211,100,False,Rishikesh,All,Priya Admin
PRO0855,GO10DEAL,Percentage,10,2024-02-13,2024-02-23,226,200,True,Rishikesh,All,Priya Admin
PRO0856,FLAT50,Flat,50,2024-01-29,2024-02-14,392,500,True,Rishikesh,All,Priya Admin
PRO0857,BIKE20OFF,Percentage,20,2024-03-24,2024-04-19,307,100,False,Nainital,All,Arjun Sharma
PRO0858,RIDE100NOW,Flat,100,2024-01-11,2024-02-03,26,200,False,Nainital,Scooty,Priya Admin
PRO0859,MOUNTAIN20NOW,Percentage,20,2024-03-29,2024-04-16,27,200,True,Rishikesh,All,Arjun Sharma
PRO0860,GO100OFF,Flat,100,2024-01-13,2024-01-16,6,500,True,Dehradun,All,Priya Admin
PRO0861,BIKE30OFF,Percentage,30,2024-01-16,2024-02-14,274,500,False,Auli,Bike,Arjun Sharma
PRO0862,MOUNTAIN30OFF,Percentage,30,2024-03-07,2024-03-29,27,1000,False,Dehradun,Scooty,Arjun Sharma
PRO0863,HILL500NOW,Flat,500,2024-01-23,2024-02-11,37,200,False,All,All,Priya Admin
PRO0864,CAR10NOW,Percentage,10,2024-03-05,2024-03-23,258,100,False,Dehradun,Scooty,Priya Admin
PRO0865,HILL150NOW,Flat,150,2024-01-21,2024-02-15,377,100,True,Mussoorie,Car,Arjun Sharma
PRO0866,SUMMER100OFF,Flat,100,2024-03-16,2024-04-07,468,500,True,Rishikesh,All,Arjun Sharma
PRO0867,CAR30DEAL,Percentage,30,2024-02-28,2024-03-22,128,500,False,Rishikesh,All,Priya Admin
PRO0868,RIDE150OFF,Flat,150,2024-01-22,2024-02-15,133,500,True,Rishikesh,Car,Priya Admin
PRO0869,BIKE5OFF,Percentage,5,2024-03-08,2024-03-27,324,100,True,All,Scooty,Priya Admin
PRO0870,BIKE100,Flat,100,2024-01-11,2024-01-24,221,500,False,Rishikesh,All,Priya Admin
PRO0871,HILL15NOW,Percentage,15,2024-02-02,2024-02-20,169,200,False,Nainital,All,Priya Admin
PRO0872,RIDE250OFF,Flat,250,2024-01-29,2024-02-12,140,1000,True,Lansdowne,All,Arjun Sharma
PRO0873,BIKE20,Percentage,20,2024-01-20,2024-01-26,291,1000,True,All,Scooty,Arjun Sharma
PRO0874,SUMMER20DEAL,Percentage,20,2024-03-12,2024-04-06,347,100,True,Haridwar,All,Priya Admin
PRO0875,FLAT30,Percentage,30,2024-02-04,2024-02-15,306,1000,True,Mussoorie,Bike,Arjun Sharma
PRO0876,SUMMER20,Percentage,20,2024-03-29,2024-04-14,7,100,True,Rishikesh,Car,Arjun Sharma
PRO0877,SPEED100NOW,Flat,100,2024-02-04,2024-03-05,61,500,True,Rishikesh,Car,Priya Admin
PRO0878,GO30NOW,Percentage,30,2024-03-15,2024-03-18,180,200,True,Haridwar,Bike,Arjun Sharma
PRO0879,BIKE100DEAL,Flat,100,2024-02-12,2024-03-07,468,100,True,Dehradun,Scooty,Priya Admin
PRO0880,MOUNTAIN100DEAL,Flat,100,2024-01-18,2024-01-28,212,500,True,Rishikesh,Scooty,Priya Admin
PRO0881,HILL30NOW,Percentage,30,2024-03-04,2024-04-01,407,200,False,Rishikesh,Scooty,Arjun Sharma
PRO0882,SUMMER100NOW,Flat,100,2024-02-29,2024-03-30,370,500,True,Rishikesh,Car,Priya Admin
PRO0883,SAVE25,Percentage,25,2024-01-21,2024-02-09,447,200,False,Mussoorie,Scooty,Priya Admin
PRO0884,SAVE300,Flat,300,2024-02-04,2024-03-04,213,1000,True,Mussoorie,Car,Arjun Sharma
PRO0885,RIDE100NOW,Flat,100,2024-01-21,2024-02-09,297,200,True,Haridwar,All,Arjun Sharma
PRO0886,GO30NOW,Percentage,30,2024-03-26,2024-04-24,89,100,False,Mussoorie,Bike,Arjun Sharma
PRO0887,FLAT5NOW,Percentage,5,2024-03-29,2024-04-01,321,500,True,Chakrata,Bike,Priya Admin
PRO0888,GO20NOW,Percentage,20,2024-01-07,2024-01-12,35,500,True,All,Scooty,Priya Admin
PRO0889,FLAT30,Percentage,30,2024-02-22,2024-03-14,16,500,False,Dehradun,Car,Arjun Sharma
PRO0890,RIDE300DEAL,Flat,300,2024-03-04,2024-03-22,18,200,False,Mussoorie,Car,Priya Admin
PRO0891,MOUNTAIN50OFF,Flat,50,2024-02-19,2024-02-29,269,500,True,All,Bike,Arjun Sharma
PRO0892,MOUNTAIN200OFF,Flat,200,2024-03-25,2024-03-28,171,200,False,Nainital,All,Priya Admin
PRO0893,GO5OFF,Percentage,5,2024-01-16,2024-02-15,490,500,True,Dehradun,Car,Arjun Sharma
PRO0894,BIKE10,Percentage,10,2024-02-28,2024-03-04,180,500,True,Mussoorie,Scooty,Arjun Sharma
PRO0895,RIDE200,Flat,200,2024-01-18,2024-01-28,302,500,True,Nainital,Scooty,Priya Admin
PRO0896,SAVE300NOW,Flat,300,2024-02-04,2024-02-13,408,500,True,Dehradun,Car,Priya Admin
PRO0897,HILL500OFF,Flat,500,2024-01-27,2024-02-26,127,200,False,Dehradun,All,Priya Admin
PRO0898,SPEED50OFF,Flat,50,2024-02-18,2024-03-13,120,500,False,Dehradun,Bike,Arjun Sharma
PRO0899,CAR10,Percentage,10,2024-03-22,2024-04-10,303,500,True,Dehradun,All,Arjun Sharma
PRO0900,CAR100,Flat,100,2024-01-07,2024-01-25,52,500,True,Haridwar,All,Priya Admin
PRO0901,SPEED150OFF,Flat,150,2024-02-23,2024-03-23,230,100,True,Haridwar,Bike,Priya Admin
PRO0902,SUMMER20DEAL,Percentage,20,2024-03-31,2024-04-14,120,500,False,All,Car,Priya Admin
PRO0903,MOUNTAIN300,Flat,300,2024-01-22,2024-01-29,452,500,True,All,Scooty,Arjun Sharma
PRO0904,BIKE25,Percentage,25,2024-03-03,2024-03-15,294,100,True,Rishikesh,Bike,Priya Admin
PRO0905,SUMMER15,Percentage,15,2024-01-13,2024-01-25,402,500,True,All,All,Arjun Sharma
PRO0906,SPEED250DEAL,Flat,250,2024-03-18,2024-04-15,222,100,True,Rishikesh,Car,Priya Admin
PRO0907,TREK250,Flat,250,2024-02-10,2024-02-25,422,1000,False,Rishikesh,Scooty,Arjun Sharma
PRO0908,WEEKEND10,Percentage,10,2024-02-07,2024-02-10,386,500,True,Haridwar,Car,Arjun Sharma
PRO0909,SPEED15OFF,Percentage,15,2024-01-04,2024-01-22,303,500,True,Dehradun,All,Priya Admin
PRO0910,SAVE10OFF,Percentage,10,2024-01-06,2024-01-27,130,200,True,Mussoorie,Bike,Priya Admin
PRO0911,CAR30DEAL,Percentage,30,2024-03-17,2024-04-06,237,1000,False,Mussoorie,Car,Arjun Sharma
PRO0912,WEEKEND20NOW,Percentage,20,2024-01-20,2024-01-29,115,500,True,Haridwar,Scooty,Arjun Sharma
PRO0913,HILL200,Flat,200,2024-02-02,2024-02-23,465,500,True,Nainital,Car,Arjun Sharma
PRO0914,RIDE250DEAL,Flat,250,2024-02-10,2024-03-11,165,500,True,Dehradun,Car,Arjun Sharma
PRO0915,SAVE100OFF,Flat,100,2024-02-23,2024-02-27,280,1000,True,Rishikesh,All,Priya Admin
PRO0916,SAVE300,Flat,300,2024-01-05,2024-01-21,475,500,True,Dehradun,All,Priya Admin
PRO0917,TREK10NOW,Percentage,10,2024-03-04,2024-03-17,293,100,True,All,All,Arjun Sharma
PRO0918,GO100DEAL,Flat,100,2024-03-14,2024-03-27,170,500,True,Haridwar,Bike,Priya Admin
PRO0919,SAVE100NOW,Flat,100,2024-03-02,2024-03-06,210,500,False,Mussoorie,Car,Priya Admin
PRO0920,SUMMER15,Percentage,15,2024-01-07,2024-01-21,121,500,True,Dehradun,Scooty,Priya Admin
PRO0921,CAR150,Flat,150,2024-03-22,2024-04-09,63,500,True,All,Car,Arjun Sharma
PRO0922,BIKE30OFF,Percentage,30,2024-01-26,2024-02-11,194,500,True,Dehradun,All,Arjun Sharma
PRO0923,BIKE15,Percentage,15,2024-02-14,2024-02-26,21,500,True,Rishikesh,Bike,Priya Admin
PRO0924,SPEED5NOW,Percentage,5,2024-03-20,2024-04-05,466,200,True,Dehradun,Scooty,Arjun Sharma
PRO0925,HILL300OFF,Flat,300,2024-02-11,2024-02-29,435,500,True,Rishikesh,Car,Arjun Sharma
PRO0926,SUMMER100,Flat,100,2024-01-29,2024-02-07,320,200,True,Dehradun,All,Arjun Sharma
PRO0927,RIDE5,Percentage,5,2024-03-28,2024-04-01,250,1000,True,Nainital,All,Arjun Sharma
PRO0928,GO300,Flat,300,2024-03-04,2024-04-01,401,500,True,Mussoorie,Scooty,Priya Admin
PRO0929,SPEED30NOW,Percentage,30,2024-02-23,2024-03-24,260,500,True,Dehradun,Bike,Arjun Sharma
PRO0930,GO150OFF,Flat,150,2024-01-05,2024-01-27,115,500,True,Dehradun,Bike,Priya Admin
PRO0931,FLAT5DEAL,Percentage,5,2024-02-04,2024-02-08,102,500,True,Rishikesh,Car,Priya Admin
PRO0932,BIKE25DEAL,Percentage,25,2024-02-06,2024-02-16,417,200,False,Dehradun,Car,Arjun Sharma
PRO0933,FLAT15,Percentage,15,2024-01-30,2024-02-23,144,500,True,All,All,Arjun Sharma
PRO0934,WEEKEND10,Percentage,10,2024-01-05,2024-01-13,467,500,True,Haridwar,Scooty,Arjun Sharma
PRO0935,FLAT20DEAL,Percentage,20,2024-01-30,2024-02-18,353,500,True,Dehradun,All,Arjun Sharma
PRO0936,SUMMER500DEAL,Flat,500,2024-03-27,2024-04-11,81,1000,False,Dehradun,Car,Arjun Sharma
PRO0937,TREK200,Flat,200,2024-03-02,2024-03-29,423,500,True,Haridwar,All,Arjun Sharma
PRO0938,CAR5NOW,Percentage,5,2024-03-21,2024-03-29,457,500,True,Dehradun,Car,Priya Admin
PRO0939,FLAT500NOW,Flat,500,2024-03-08,2024-03-29,136,200,True,Mussoorie,Bike,Arjun Sharma
PRO0940,WEEKEND200DEAL,Flat,200,2024-03-15,2024-03-20,397,200,True,All,Scooty,Priya Admin
PRO0941,RIDE100DEAL,Flat,100,2024-01-27,2024-02-14,98,500,True,Mussoorie,All,Arjun Sharma
PRO0942,MOUNTAIN5,Percentage,5,2024-01-22,2024-02-02,467,100,False,Rishikesh,Scooty,Arjun Sharma
PRO0943,CAR200,Flat,200,2024-01-18,2024-02-01,189,1000,True,Rishikesh,All,Arjun Sharma
PRO0944,GO30DEAL,Percentage,30,2024-03-05,2024-03-17,89,100,True,Nainital,Scooty,Priya Admin
PRO0945,SAVE5,Percentage,5,2024-03-31,2024-04-22,337,500,False,Mussoorie,All,Arjun Sharma
PRO0946,SUMMER200NOW,Flat,200,2024-01-15,2024-01-31,268,500,False,Haridwar,All,Arjun Sharma
PRO0947,GO500OFF,Flat,500,2024-01-31,2024-02-25,231,500,True,Rishikesh,Car,Arjun Sharma
PRO0948,WEEKEND100,Flat,100,2024-01-28,2024-02-06,472,500,True,Dehradun,Bike,Priya Admin
PRO0949,TREK25OFF,Percentage,25,2024-03-10,2024-03-24,254,100,True,Rishikesh,Bike,Priya Admin
PRO0950,CAR150DEAL,Flat,150,2024-02-19,2024-02-28,196,500,True,Mussoorie,Car,Arjun Sharma
PRO0951,SUMMER5DEAL,Percentage,5,2024-01-11,2024-01-14,65,200,False,All,All,Priya Admin
PRO0952,MOUNTAIN250OFF,Flat,250,2024-03-09,2024-03-14,217,500,True,Rishikesh,Bike,Arjun Sharma
PRO0953,SUMMER10OFF,Percentage,10,2024-02-17,2024-02-23,336,500,True,Dehradun,Car,Priya Admin
PRO0954,RIDE150,Flat,150,2024-02-27,2024-03-01,240,1000,True,Dehradun,All,Arjun Sharma
PRO0955,HILL15OFF,Percentage,15,2024-03-01,2024-03-05,29,500,True,Dehradun,Bike,Arjun Sharma
PRO0956,TREK150DEAL,Flat,150,2024-02-26,2024-03-08,348,500,False,Nainital,All,Priya Admin
PRO0957,SUMMER30NOW,Percentage,30,2024-01-25,2024-01-28,173,500,False,Rishikesh,Car,Priya Admin
PRO0958,SPEED15NOW,Percentage,15,2024-03-13,2024-03-18,477,500,True,Haridwar,All,Priya Admin
PRO0959,MOUNTAIN25,Percentage,25,2024-02-19,2024-03-01,393,200,True,All,Scooty,Arjun Sharma
PRO0960,CAR200OFF,Flat,200,2024-01-21,2024-01-29,310,500,True,All,Scooty,Priya Admin
PRO0961,SAVE20,Percentage,20,2024-02-06,2024-03-05,280,100,False,Rishikesh,All,Arjun Sharma
PRO0962,TREK300,Flat,300,2024-01-29,2024-02-17,340,500,True,Dehradun,Scooty,Priya Admin
PRO0963,WEEKEND30,Percentage,30,2024-03-19,2024-04-09,237,500,True,Mussoorie,Car,Arjun Sharma
PRO0964,HILL5,Percentage,5,2024-01-14,2024-02-03,499,500,True,Nainital,Car,Priya Admin
PRO0965,SUMMER300NOW,Flat,300,2024-03-15,2024-04-08,433,1000,True,All,Scooty,Priya Admin
PRO0966,SPEED30NOW,Percentage,30,2024-03-14,2024-04-02,252,500,True,Dehradun,Scooty,Arjun Sharma
PRO0967,FLAT10OFF,Percentage,10,2024-03-12,2024-04-10,335,500,True,Haridwar,All,Arjun Sharma
PRO0968,CAR150DEAL,Flat,150,2024-03-30,2024-04-04,481,100,True,Auli,Car,Arjun Sharma
PRO0969,SUMMER25,Percentage,25,2024-03-11,2024-04-03,194,1000,False,Mussoorie,Bike,Priya Admin
PRO0970,TREK25DEAL,Percentage,25,2024-02-11,2024-02-17,314,1000,False,Rishikesh,Scooty,Arjun Sharma
PRO0971,WEEKEND250OFF,Flat,250,2024-02-10,2024-02-22,98,100,False,All,Car,Arjun Sharma
PRO0972,CAR250NOW,Flat,250,2024-01-26,2024-02-17,300,500,True,Dehradun,Bike,Priya Admin
PRO0973,SPEED50,Flat,50,2024-01-06,2024-01-12,149,500,True,Dehradun,Car,Arjun Sharma
PRO0974,HILL10,Percentage,10,2024-03-07,2024-04-03,314,200,True,Mussoorie,Car,Priya Admin
PRO0975,WEEKEND500,Flat,500,2024-01-07,2024-01-18,202,200,False,Rishikesh,Bike,Arjun Sharma
PRO0976,TREK500DEAL,Flat,500,2024-03-13,2024-04-10,103,1000,True,Dehradun,All,Priya Admin
PRO0977,MOUNTAIN10NOW,Percentage,10,2024-04-01,2024-04-18,410,200,False,Dehradun,Scooty,Priya Admin
PRO0978,WEEKEND150DEAL,Flat,150,2024-03-15,2024-04-07,480,500,True,All,Bike,Priya Admin
PRO0979,SAVE300DEAL,Flat,300,2024-01-31,2024-02-18,403,100,False,Auli,Bike,Arjun Sharma
PRO0980,SAVE250,Flat,250,2024-01-18,2024-02-08,62,1000,False,Dehradun,Scooty,Priya Admin
PRO0981,HILL25,Percentage,25,2024-02-08,2024-02-15,391,100,False,All,Scooty,Arjun Sharma
PRO0982,WEEKEND300,Flat,300,2024-03-19,2024-04-07,137,1000,True,Dehradun,Bike,Arjun Sharma
PRO0983,GO250NOW,Flat,250,2024-03-03,2024-03-06,243,100,False,Rishikesh,Bike,Priya Admin
PRO0984,SUMMER15,Percentage,15,2024-02-06,2024-02-16,472,200,True,Dehradun,Bike,Arjun Sharma
PRO0985,CAR10DEAL,Percentage,10,2024-02-21,2024-03-10,418,100,True,Dehradun,Car,Priya Admin
PRO0986,BIKE20,Percentage,20,2024-01-04,2024-02-01,110,100,False,Mussoorie,All,Arjun Sharma
PRO0987,HILL15,Percentage,15,2024-01-25,2024-01-28,154,500,False,Haridwar,All,Priya Admin
PRO0988,GO150OFF,Flat,150,2024-01-04,2024-02-01,473,1000,True,Haridwar,Scooty,Priya Admin
PRO0989,GO25,Percentage,25,2024-03-04,2024-03-15,348,500,True,Rishikesh,Bike,Arjun Sharma
PRO0990,SAVE10OFF,Percentage,10,2024-03-09,2024-03-24,418,500,True,Rishikesh,Scooty,Arjun Sharma
PRO0991,FLAT150,Flat,150,2024-01-18,2024-02-02,278,500,False,All,Scooty,Priya Admin
PRO0992,WEEKEND10,Percentage,10,2024-02-04,2024-02-18,35,1000,False,Lansdowne,Bike,Priya Admin
PRO0993,TREK25NOW,Percentage,25,2024-01-14,2024-01-20,27,1000,True,Nainital,All,Priya Admin
PRO0994,SPEED20,Percentage,20,2024-01-24,2024-01-29,138,1000,True,Dehradun,All,Priya Admin
PRO0995,WEEKEND5,Percentage,5,2024-02-09,2024-02-14,66,500,True,Dehradun,Car,Priya Admin
PRO0996,SPEED30,Percentage,30,2024-02-14,2024-03-13,359,1000,True,All,Scooty,Arjun Sharma
PRO0997,HILL100OFF,Flat,100,2024-02-05,2024-03-04,411,1000,False,Dehradun,Scooty,Arjun Sharma
PRO0998,SPEED50OFF,Flat,50,2024-02-09,2024-02-20,8,200,True,All,Car,Priya Admin
PRO0999,CAR25NOW,Percentage,25,2024-03-20,2024-03-25,348,1000,True,Haridwar,All,Priya Admin
PRO1000,WEEKEND5NOW,Percentage,5,2024-01-13,2024-01-24,335,500,False,All,Scooty,Priya Admin
